State,District,Crop,Season,Season_Order,Crop_Year,Start_Year,End_Year,Season_Start_Month,Season_End_Month,Season_Months,Season_Start_Year,Season_End_Year,Season_Crosses_Calendar_Year,Area_Ha,Production_Tonnes,Yield_Ton_per_Ha,Production_YoY_Change_Pct,Yield_YoY_Change_Pct,Area_YoY_Change_Pct,Production_3Y_Mean,Yield_3Y_Mean,Production_Deviation_From_3Y_Mean,Yield_Deviation_From_3Y_Mean
Rajasthan,Jodhpur,Other Kharif pulses,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,6.0,2.0,0.33,100.0,-67.0,500.0,353.0,0.75,-351.0,-0.42
Rajasthan,Jodhpur,Other Kharif pulses,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2.0,1.0,0.5,-50.0,51.515152,-66.666667,352.666667,0.66,-351.666667,-0.16
Rajasthan,Jodhpur,Peas & beans (Pulses),Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,3.0,12.0,4.0,,,,,,,
Rajasthan,Jodhpur,Peas & beans (Pulses),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,40.0,,0.0,,-100.0,1233.333333,12.0,4.0,,-4.0
Rajasthan,Jodhpur,Peas & beans (Pulses),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,22.0,88.0,4.0,,,-45.0,12.0,2.0,76.0,2.0
Rajasthan,Jodhpur,Peas & beans (Pulses),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,4.0,25.0,6.25,-71.590909,56.25,-81.818182,50.0,2.666667,-25.0,3.583333
Rajasthan,Jodhpur,Rapeseed &Mustard,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,170793.0,232367.0,1.36,,,,,,,
Rajasthan,Jodhpur,Rapeseed &Mustard,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,176250.0,252080.0,1.43,8.483563,5.147059,3.195096,232367.0,1.36,19713.0,0.07
Rajasthan,Jodhpur,Rapeseed &Mustard,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,205575.0,265925.0,1.29,5.492304,-9.79021,16.638298,242223.5,1.395,23701.5,-0.105
Rajasthan,Jodhpur,Rapeseed &Mustard,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,219533.0,280127.0,1.28,5.340604,-0.775194,6.789736,250124.0,1.36,30003.0,-0.08
Rajasthan,Jodhpur,Rapeseed &Mustard,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,246555.0,282529.0,1.15,0.857468,-10.15625,12.308856,266044.0,1.333333,16485.0,-0.183333
Rajasthan,Jodhpur,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,23462.0,9112.0,0.39,,,,,,,
Rajasthan,Jodhpur,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,16750.0,7351.0,0.44,-19.326163,12.820513,-28.607962,9112.0,0.39,-1761.0,0.05
Rajasthan,Jodhpur,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,23080.0,10802.0,0.47,46.945994,6.818182,37.791045,8231.5,0.415,2570.5,0.055
Rajasthan,Jodhpur,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,23021.0,6386.0,0.28,-40.881318,-40.425532,-0.255633,9088.333333,0.433333,-2702.333333,-0.153333
Rajasthan,Jodhpur,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,18802.0,7048.0,0.37,10.366427,32.142857,-18.326745,8179.666667,0.396667,-1131.666667,-0.026667
Rajasthan,Jodhpur,Soyabean,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,2.0,2.0,1.0,,,,,,,
Rajasthan,Jodhpur,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,15.0,8.0,0.53,,,,,,,
Rajasthan,Jodhpur,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,15.0,6.0,0.4,,,,8.0,0.53,-2.0,-0.13
Rajasthan,Jodhpur,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,2.0,1.0,0.5,-83.333333,25.0,-86.666667,7.0,0.465,-6.0,0.035
Rajasthan,Jodhpur,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,63675.0,149730.0,2.35,,,,,,,
Rajasthan,Jodhpur,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,75032.0,203217.0,2.71,35.7223,15.319149,17.835885,149730.0,2.35,53487.0,0.36
Rajasthan,Jodhpur,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,83065.0,204936.0,2.47,0.845894,-8.856089,10.706099,176473.5,2.53,28462.5,-0.06
Rajasthan,Jodhpur,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,67736.0,164739.0,2.43,-19.614416,-1.619433,-18.454223,185961.0,2.51,-21222.0,-0.08
Rajasthan,Jodhpur,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,67093.0,152463.0,2.27,-7.451787,-6.584362,-0.949274,190964.0,2.536667,-38501.0,-0.266667
Rajasthan,Jodhpur,other oilseeds,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1245.0,796.0,0.64,,,,,,,
Rajasthan,Jodhpur,other oilseeds,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,49411.0,34416.0,0.7,4223.61809,9.375,3868.75502,796.0,0.64,33620.0,0.06
Rajasthan,Jodhpur,other oilseeds,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,24653.0,16424.0,0.67,-52.27801,-4.285714,-50.106252,17606.0,0.67,-1182.0,0.0
Rajasthan,Jodhpur,other oilseeds,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,18533.0,15593.0,0.84,-5.059669,25.373134,-24.824565,17212.0,0.67,-1619.0,0.17
Rajasthan,Jodhpur,other oilseeds,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,3116.0,2732.0,0.88,-82.479318,4.761905,-83.186748,22144.333333,0.736667,-19412.333333,0.143333
Rajasthan,Karauli,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,114.0,125.0,1.1,,,,,,,
Rajasthan,Karauli,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,150.0,74.0,0.49,-40.8,-55.454545,31.578947,125.0,1.1,-51.0,-0.61
Rajasthan,Karauli,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,147.0,152.0,1.03,105.405405,110.204082,-2.0,99.5,0.795,52.5,0.235
Rajasthan,Karauli,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,127.0,125.0,0.98,-17.763158,-4.854369,-13.605442,117.0,0.873333,8.0,0.106667
Rajasthan,Karauli,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,21.0,16.0,0.76,-87.2,-22.44898,-83.464567,117.0,0.833333,-101.0,-0.073333
Rajasthan,Karauli,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,129701.0,250016.0,1.93,,,,,,,
Rajasthan,Karauli,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,131435.0,292296.0,2.22,16.910918,15.025907,1.336921,250016.0,1.93,42280.0,0.29
Rajasthan,Karauli,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,134959.0,293978.0,2.18,0.575444,-1.801802,2.681173,271156.0,2.075,22822.0,0.105
Rajasthan,Karauli,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,131031.0,284561.0,2.17,-3.203301,-0.458716,-2.910514,278763.333333,2.11,5797.666667,0.06
Rajasthan,Karauli,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,139148.0,320823.0,2.31,12.743138,6.451613,6.194717,290278.333333,2.19,30544.666667,0.12
Rajasthan,Karauli,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,127.0,457.0,3.6,,,,,,,
Rajasthan,Karauli,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,94.0,332.0,3.53,-27.352298,-1.944444,-25.984252,457.0,3.6,-125.0,-0.07
Rajasthan,Karauli,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,171.0,599.0,3.5,80.421687,-0.849858,81.914894,394.5,3.565,204.5,-0.065
Rajasthan,Karauli,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,96.0,340.0,3.54,-43.238731,1.142857,-43.859649,462.666667,3.543333,-122.666667,-0.003333
Rajasthan,Karauli,Barley,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,108.0,368.0,3.41,8.235294,-3.672316,12.5,423.666667,3.523333,-55.666667,-0.113333
Rajasthan,Karauli,Cotton(lint),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,5.0,18.0,3.6,,,,,,,
Rajasthan,Karauli,Cotton(lint),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,5.0,17.647,3.53,-1.961111,-1.944444,0.0,18.0,3.6,-0.353,-0.07
Rajasthan,Karauli,Gram,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,9235.0,17006.0,1.84,,,,,,,
Rajasthan,Karauli,Gram,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,14562.0,24727.0,1.7,45.401623,-7.608696,57.682729,17006.0,1.84,7721.0,-0.14
Rajasthan,Karauli,Gram,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,7334.0,9516.0,1.3,-61.515752,-23.529412,-49.636039,20866.5,1.77,-11350.5,-0.47
Rajasthan,Karauli,Gram,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,6209.0,9979.0,1.61,4.86549,23.846154,-15.339515,17083.0,1.613333,-7104.0,-0.003333
Rajasthan,Karauli,Gram,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,5056.0,8294.0,1.64,-16.885459,1.863354,-18.569818,14740.666667,1.536667,-6446.666667,0.103333
Rajasthan,Karauli,Groundnut,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,261.0,536.0,2.05,,,,,,,
Rajasthan,Karauli,Groundnut,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,290.0,637.0,2.2,18.843284,7.317073,11.111111,536.0,2.05,101.0,0.15
Rajasthan,Karauli,Groundnut,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,352.0,796.0,2.26,24.960754,2.727273,21.37931,586.5,2.125,209.5,0.135
Rajasthan,Karauli,Groundnut,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,167.0,356.0,2.13,-55.276382,-5.752212,-52.556818,656.333333,2.17,-300.333333,-0.04
Rajasthan,Karauli,Groundnut,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,57.0,137.0,2.4,-61.516854,12.676056,-65.868263,596.333333,2.196667,-459.333333,0.203333
Rajasthan,Karauli,Jowar,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,504.0,419.0,0.83,,,,,,,
Rajasthan,Karauli,Jowar,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,461.0,327.0,0.71,-21.957041,-14.457831,-8.531746,419.0,0.83,-92.0,-0.12
Rajasthan,Karauli,Jowar,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,447.0,472.0,1.06,44.342508,49.295775,-3.036876,373.0,0.77,99.0,0.29
Rajasthan,Karauli,Jowar,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,468.0,404.0,0.86,-14.40678,-18.867925,4.697987,406.0,0.866667,-2.0,-0.006667
Rajasthan,Karauli,Jowar,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,553.0,492.0,0.89,21.782178,3.488372,18.162393,401.0,0.876667,91.0,0.013333
Rajasthan,Karauli,Linseed,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,36.0,72.0,2.0,,,,,,,
Rajasthan,Karauli,Maize,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,18.0,40.0,2.22,,,,,,,
Rajasthan,Karauli,Maize,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,20.0,26.0,1.3,-35.0,-41.441441,11.111111,40.0,2.22,-14.0,-0.92
Rajasthan,Karauli,Maize,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,10.0,27.0,2.7,3.846154,107.692308,-50.0,33.0,1.76,-6.0,0.94
Rajasthan,Karauli,Maize,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,24.0,50.0,2.08,85.185185,-22.962963,140.0,31.0,2.073333,19.0,0.006667
Rajasthan,Karauli,Maize,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2.0,4.0,2.0,-92.0,-3.846154,-91.666667,34.333333,2.026667,-30.333333,-0.026667
Rajasthan,Karauli,Moong(Green Gram),Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,24.0,12.0,0.5,,,,,,,
Rajasthan,Karauli,Moong(Green Gram),Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,55.0,31.0,0.56,158.333333,12.0,129.166667,12.0,0.5,19.0,0.06
Rajasthan,Karauli,Moong(Green Gram),Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,13.0,7.0,0.54,-77.419355,-3.571429,-76.363636,21.5,0.53,-14.5,0.01
Rajasthan,Karauli,Moong(Green Gram),Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,23.0,8.0,0.35,14.285714,-35.185185,76.923077,16.666667,0.533333,-8.666667,-0.183333
Rajasthan,Karauli,Moong(Green Gram),Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1.0,0.0,0.0,-100.0,-100.0,-95.652174,15.333333,0.483333,-15.333333,-0.483333
Rajasthan,Karauli,Moth,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,20.0,4.0,0.2,,,,,,,
Rajasthan,Karauli,Other Cereals,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,21.0,16.0,0.76,,,,,,,
Rajasthan,Karauli,Other Kharif pulses,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1.0,1.0,1.0,,,,,,,
Rajasthan,Karauli,Other Rabi pulses,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,1.0,,0.0,,,,,,,
Rajasthan,Karauli,Other Rabi pulses,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,1.0,,0.0,,,0.0,,0.0,,0.0
Rajasthan,Karauli,Other Rabi pulses,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,1.0,1.0,1.0,,,0.0,,0.0,,1.0
Rajasthan,Karauli,Peas & beans (Pulses),Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,9.0,25.0,2.78,,,,,,,
Rajasthan,Karauli,Peas & beans (Pulses),Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,13.0,25.0,1.92,0.0,-30.935252,44.444444,25.0,2.78,0.0,-0.86
Rajasthan,Karauli,Peas & beans (Pulses),Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,22.0,32.0,1.45,28.0,-24.479167,69.230769,25.0,2.35,7.0,-0.9
Rajasthan,Karauli,Peas & beans (Pulses),Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,3.0,4.0,1.33,-87.5,-8.275862,-86.363636,27.333333,2.05,-23.333333,-0.72
Rajasthan,Karauli,Peas & beans (Pulses),Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,3.0,20.0,6.67,400.0,401.503759,0.0,20.333333,1.566667,-0.333333,5.103333
Rajasthan,Karauli,Rapeseed &Mustard,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,83224.0,165832.0,1.99,,,,,,,
Rajasthan,Karauli,Rapeseed &Mustard,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,90264.0,165967.0,1.84,0.081408,-7.537688,8.459098,165832.0,1.99,135.0,-0.15
Rajasthan,Karauli,Rapeseed &Mustard,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,79752.0,160434.0,2.01,-3.333795,9.23913,-11.645839,165899.5,1.915,-5465.5,0.095
Rajasthan,Karauli,Rapeseed &Mustard,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,118192.0,244665.0,2.07,52.501963,2.985075,48.199418,164077.666667,1.946667,80587.333333,0.123333
Rajasthan,Karauli,Rapeseed &Mustard,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,111686.0,233362.0,2.09,-4.619786,0.966184,-5.504603,190355.333333,1.973333,43006.666667,0.116667
Rajasthan,Karauli,Rice,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,1725.0,2909.0,1.69,,,,,,,
Rajasthan,Karauli,Rice,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,1710.0,2709.0,1.58,-6.875215,-6.508876,-0.869565,2909.0,1.69,-200.0,-0.11
Rajasthan,Karauli,Rice,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1653.0,2419.0,1.46,-10.705057,-7.594937,-3.333333,2809.0,1.635,-390.0,-0.175
Rajasthan,Karauli,Rice,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,2261.0,4890.0,2.16,102.149649,47.945205,36.781609,2679.0,1.576667,2211.0,0.583333
Rajasthan,Karauli,Rice,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,1765.0,2536.0,1.44,-48.139059,-33.333333,-21.937196,3339.333333,1.733333,-803.333333,-0.293333
Rajasthan,Karauli,Sannhamp,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,2.0,1.0,0.5,,,,,,,
Rajasthan,Karauli,Sannhamp,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,1.0,1.0,1.0,0.0,100.0,-50.0,1.0,0.5,0.0,0.5
Rajasthan,Karauli,Sesamum,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,17609.0,7725.0,0.44,,,,,,,
Rajasthan,Karauli,Sesamum,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,21652.0,8613.0,0.4,11.495146,-9.090909,22.95985,7725.0,0.44,888.0,-0.04
Rajasthan,Karauli,Sesamum,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,20315.0,11259.0,0.55,30.721003,37.5,-6.174949,8169.0,0.42,3090.0,0.13
Rajasthan,Karauli,Sesamum,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,14902.0,6233.0,0.42,-44.639844,-23.636364,-26.645336,9199.0,0.463333,-2966.0,-0.043333
Rajasthan,Karauli,Sesamum,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,15469.0,7048.0,0.46,13.075566,9.52381,3.804858,8701.666667,0.456667,-1653.666667,0.003333
Rajasthan,Karauli,Soyabean,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,4.0,5.0,1.25,,,,,,,
Rajasthan,Karauli,Soyabean,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,3.0,2.0,0.67,-60.0,-46.4,-25.0,5.0,1.25,-3.0,-0.58
Rajasthan,Karauli,Soyabean,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,19.0,18.0,0.95,800.0,41.791045,533.333333,3.5,0.96,14.5,-0.01
Rajasthan,Karauli,Soyabean,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,12.0,9.0,0.75,-50.0,-21.052632,-36.842105,8.333333,0.956667,0.666667,-0.206667
Rajasthan,Karauli,Soyabean,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,16.0,16.0,1.0,77.777778,33.333333,33.333333,9.666667,0.79,6.333333,0.21
Rajasthan,Karauli,Urad,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,684.0,343.0,0.5,,,,,,,
Rajasthan,Karauli,Urad,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,177.0,43.0,0.24,-87.463557,-52.0,-74.122807,343.0,0.5,-300.0,-0.26
Rajasthan,Karauli,Urad,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,123.0,48.0,0.39,11.627907,62.5,-30.508475,193.0,0.37,-145.0,0.02
Rajasthan,Karauli,Urad,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,115.0,42.0,0.37,-12.5,-5.128205,-6.504065,144.666667,0.376667,-102.666667,-0.006667
Rajasthan,Karauli,Urad,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,44.0,19.0,0.43,-54.761905,16.216216,-61.73913,44.333333,0.333333,-25.333333,0.096667
Rajasthan,Karauli,Wheat,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,77846.0,346048.0,4.45,,,,,,,
Rajasthan,Karauli,Wheat,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,74168.0,315851.0,4.26,-8.726246,-4.269663,-4.724713,346048.0,4.45,-30197.0,-0.19
Rajasthan,Karauli,Wheat,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,80136.0,337280.0,4.21,6.784528,-1.173709,8.046597,330949.5,4.355,6330.5,-0.145
Rajasthan,Karauli,Wheat,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,65602.0,291072.0,4.44,-13.70019,5.463183,-18.136668,333059.666667,4.306667,-41987.666667,0.133333
Rajasthan,Karauli,Wheat,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,74474.0,336660.0,4.52,15.662104,1.801802,13.523978,314734.333333,4.303333,21925.666667,0.216667
Rajasthan,Karauli,other oilseeds,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,675.0,480.0,0.71,,,,,,,
Rajasthan,Karauli,other oilseeds,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,905.0,545.0,0.6,13.541667,-15.492958,34.074074,480.0,0.71,65.0,-0.11
Rajasthan,Karauli,other oilseeds,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,621.0,398.0,0.64,-26.972477,6.666667,-31.381215,512.5,0.655,-114.5,-0.015
Rajasthan,Karauli,other oilseeds,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,490.0,277.0,0.57,-30.40201,-10.9375,-21.095008,474.333333,0.65,-197.333333,-0.08
Rajasthan,Karauli,other oilseeds,Rabi,3,2022-23,2022,2023,10,3,"10,11,12,1,2,3",2022,2023,1,252.0,131.0,0.52,-52.707581,-8.77193,-48.571429,406.666667,0.603333,-275.666667,-0.083333
Rajasthan,Kota,Arhar/Tur,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,7.0,7.0,1.0,,,,,,,
Rajasthan,Kota,Arhar/Tur,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,12.0,5.0,0.42,-28.571429,-58.0,71.428571,7.0,1.0,-2.0,-0.58
Rajasthan,Kota,Arhar/Tur,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,7.0,7.0,1.0,40.0,138.095238,-41.666667,6.0,0.71,1.0,0.29
Rajasthan,Kota,Arhar/Tur,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,5.0,0.0,0.0,-100.0,-100.0,-28.571429,6.333333,0.806667,-6.333333,-0.806667
Rajasthan,Kota,Arhar/Tur,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,2.0,1.0,0.5,,,-60.0,4.0,0.473333,-3.0,0.026667
Rajasthan,Kota,Bajra,Kharif,1,2018-19,2018,2019,6,10,"6,7,8,9,10",2018,2018,0,33.0,29.0,0.88,,,,,,,
Rajasthan,Kota,Bajra,Kharif,1,2019-20,2019,2020,6,10,"6,7,8,9,10",2019,2019,0,34.0,40.0,1.18,37.931034,34.090909,3.030303,29.0,0.88,11.0,0.3
Rajasthan,Kota,Bajra,Kharif,1,2020-21,2020,2021,6,10,"6,7,8,9,10",2020,2020,0,71.0,95.0,1.34,137.5,13.559322,108.823529,34.5,1.03,60.5,0.31
Rajasthan,Kota,Bajra,Kharif,1,2021-22,2021,2022,6,10,"6,7,8,9,10",2021,2021,0,5.0,5.0,1.0,-94.736842,-25.373134,-92.957746,54.666667,1.133333,-49.666667,-0.133333
Rajasthan,Kota,Bajra,Kharif,1,2022-23,2022,2023,6,10,"6,7,8,9,10",2022,2022,0,64.0,83.0,1.3,1560.0,30.0,1180.0,46.666667,1.173333,36.333333,0.126667
Rajasthan,Kota,Barley,Rabi,3,2018-19,2018,2019,10,3,"10,11,12,1,2,3",2018,2019,1,191.0,687.0,3.6,,,,,,,
Rajasthan,Kota,Barley,Rabi,3,2019-20,2019,2020,10,3,"10,11,12,1,2,3",2019,2020,1,529.0,1866.0,3.53,171.615721,-1.944444,176.963351,687.0,3.6,1179.0,-0.07
Rajasthan,Kota,Barley,Rabi,3,2020-21,2020,2021,10,3,"10,11,12,1,2,3",2020,2021,1,332.0,1162.0,3.5,-37.72776,-0.849858,-37.240076,1276.5,3.565,-114.5,-0.065
Rajasthan,Kota,Barley,Rabi,3,2021-22,2021,2022,10,3,"10,11,12,1,2,3",2021,2022,1,203.0,720.0,3.55,-38.037866,1.428571,-38.855422,1238.333333,3.543333,-518.333333,0.006667
